Section ID	7/20/26 9:24 AM PDT	7/22/26 2:32 AM PDT	7/24/2026, 11:43:00 PM	7/27/2026, 3:25:20 AM	7/28/2026, 8:44:00 PM	7/29/2026, 8:09:00 PM	7/30/2026, 7:06:00 PM	7/31/2026, 6:18:00 PM	8/3/2026, 7:12:00 PM	8/4/2026, 7:14:00 PM	8/5/2026, 10:57:00 PM	8/6/2026, 11:45:00 PM	8/7/2026, 10:57:00 PM	8/9/2026, 8:44:00 PM	8/10/2026, 8:57:00 PM	8/11/2026, 9:25:00 PM	8/12/2026, 6:44:00 PM	8/13/2026, 7:18:00 PM	8/14/2026, 6:41:00 PM	8/16/2026, 10:50:00 PM	8/17/2026, 9:27:00 PM	8/18/2026, 8:53:00 PM	8/18/2026, 11:55:00 PM	8/19/2026, 8:17:00 PM	8/20/2026, 8:33:00 PM	8/21/2026, 6:29:00 PM	8/22/2026, 10:55:00 PM	8/26/2026, 12:12:00 AM	8/27/2026, 10:33:00 PM	8/28/2026, 10:18:00 PM	8/31/2026, 7:15:00 PM	9/1/2026, 9:35:00 PM
EL00000635	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000636	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000637	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000638	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000639	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000640	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000641	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000642	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000643	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000644	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0
EL00000645	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000646	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000647	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000648	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000649	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000650	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000651	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000652	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000653	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000654	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000655	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0
EL00000656	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000657	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000658	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0
EL00000659	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000660	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000661	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000662	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000663	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000664	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9997/9999/0	9997/9999/0	9997/9999	9995/9999	9996/9999/0	9996/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0
EL00000665	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9997/9999	9997/9999	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0
EL00000666	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9998/9999/0	9998/9999/0	9998/9999	9998/9999	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0
EL00000667	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9998/9999/0	9998/9999/0	9998/9999	9998/9999	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0
EL00000668	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0
EL00000669	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9998/9999/0	9998/9999/0	9998/9999	9998/9999	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0
EL00000670	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0
EL00000671	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000672	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0
EL00000673	9999/9999	9999/9999	9999/9999/0	9999/9999	9998/9999	9998/9999/0	9998/9999/0	9998/9999	9998/9999	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0
EL00000674	20/20	20/20	14/20	12/20	12/20	12/20/0	12/20/0	12/20	11/20/0	11/20/0	11/20/0	10/20/0	10/20/0	10/20/0	10/20/0	10/20/0	10/20/0	9/20/0	9/20/0	9/20/0	9/20/0	8/20/0	8/20/0	8/20/0	8/20/0	7/20/0	7/20/0	7/20/0	7/20/0	7/20/0	7/20/0	7/20/0
EL00000675	20/20	20/20	20/20/0	20/20	20/20/0	20/20/0	20/20/0	20/20	20/20	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0
EL00000676	300/300	300/300	294/300/0	294/300	294/300/0	275/300/0	265/300/0	203/300/0	191/300/0	180/300/0	177/300/0	177/300/0	177/300/0	176/300/0	175/300/0	175/300/0	175/300/0	174/300/0	174/300/0	174/300/0	165/300/0	85/300/0	85/300/0	51/300/0	33/300/0	23/300/0	21/300/0	8/300/0	6/300/0	6/300/0	6/300/0	6/300/0
EL00000677	300/300	300/300	294/300/0	294/300	294/300/0	275/300/0	265/300/0	203/300/0	191/300/0	180/300/0	177/300/0	177/300/0	177/300/0	176/300/0	175/300/0	175/300/0	175/300/0	174/300/0	174/300/0	174/300/0	165/300/0	85/300/0	85/300/0	55/300/0	33/300/0	23/300/0	21/300/0	8/300/0	6/300/0	6/300/0	6/300/0	6/300/0
EL00000678	300/300	300/300	294/300/0	294/300	294/300/0	275/300/0	265/300/0	203/300/0	191/300/0	180/300/0	177/300/0	177/300/0	177/300/0	176/300/0	175/300/0	175/300/0	175/300/0	174/300/0	174/300/0	174/300/0	165/300/0	85/300/0	85/300/0	55/300/0	33/300/0	23/300/0	21/300/0	8/300/0	6/300/0	6/300/0	6/300/0	6/300/0
EL00000679	9999/9999	9999/9999	9992/9999	9990/9999	9990/9999	9990/9999/0	9990/9999/0	9990/9999	9990/9999	9990/9999/0	9990/9999/0	9990/9999/0	9990/9999/0	9990/9999/0	9990/9999/0	9990/9999/0	9989/9999/0	9989/9999/0	9989/9999/0	9989/9999/0	9989/9999/0	9988/9999/0	9988/9999/0	9988/9999/0	9988/9999/0	9988/9999/0	9987/9999/0	9987/9999/0	9986/9999/0	9985/9999/0	9985/9999/0	9985/9999/0
EL00000680	50/50	50/50	43/50	41/50	41/50	40/50/0	40/50/0	40/50	39/50	39/50/0	39/50/0	39/50/0	39/50/0	39/50/0	39/50/0	39/50/0	38/50/0	38/50/0	38/50/0	38/50/0	38/50/0	38/50/0	38/50/0	38/50/0	38/50/0	38/50/0	38/50/0	38/50/0	37/50/0	37/50/0	37/50/0	37/50/0
EL00000681	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000688	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9998/9999/0
EL00000689	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000690	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9998/9999	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0
EL00000691	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000692	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000693	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9998/9999	9997/9999	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0
EL00000694	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00000695	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
